Topic,Username,Text,Sentiment,CleanText1,Prediction,CleanText2,CleanText3
my-home-transform-to-ceca-village-already.6426974/page-12,I want to be Your Canary,from little china 10 years ago becomes little india now hooray ,,from little china  years ago becomes little india now hooray ,Negative,little china years ago becomes little india hooray,little china years ago becomes little india hooray
my-home-transform-to-ceca-village-already.6426974/page-12,SaintPeachie,"Voted for east coast plan, made Tanah Merah become Tamil Nadu",,voted for east coast plan made tanah merah become tamil nadu,Negative,voted east coast plan made tanah merah become tamil nadu,voted east coast plan made tanah merah become tamil nadu
my-home-transform-to-ceca-village-already.6426974/page-12,Acetone,"Just another day in CECAPore
",,just another day in cecapore ,Negative,another day cecapore,another day pore
my-home-transform-to-ceca-village-already.6426974/page-12,stewpig,Bharat Mata Ki Jai,,bharat mata ki jai,Negative,bharat mata ki jai,bharat mata ki jai
my-home-transform-to-ceca-village-already.6426974/page-12,MiG123,who did you voted for???,,who did you voted for,Neutral,voted,voted
my-home-transform-to-ceca-village-already.6426974/page-13,Johnpierpontmorgan,Jurong also more CECA kids,,jurong also more ceca kids,Negative,jurong also ceca kids,jurong also  kids
my-home-transform-to-ceca-village-already.6426974/page-13,batdow,come check out sengkang... new ceca estate,,come check out sengkang new ceca estate,Negative,come check sengkang new ceca estate,come check sengkang new  estate
my-home-transform-to-ceca-village-already.6426974/page-13,GhostZM,"They are our masters..we must serve them wholeheartedly just like how our Govt has done for them..Horkay
CheerS!!!",,they are our masterswe must serve them wholeheartedly just like how our govt has done for themhorkay cheers,Neutral,masterswe must serve wholeheartedly like govt done themhorkay cheers,masterswe must serve wholeheartedly like govt done themhorkay cheers
my-home-transform-to-ceca-village-already.6426974/page-13,SMLJMIW,Jurong lake there. Nowadaze more liao. Last time seldom got any.,,jurong lake there nowadaze more liao last time seldom got any,Negative,jurong lake nowadaze liao last time seldom got,jurong lake nowadaze liao last time seldom got
my-home-transform-to-ceca-village-already.6426974/page-13,chickenpiez007,"chao singaporeans mostly go bto at non mature estates like sengkang, punggol, Canberra , woodlands, tengah etc'ÃÂÃÂ¦",,chao singaporeans mostly go bto at non mature estates like sengkang punggol canberra  woodlands tengah etcã â ã â ,Negative,chao singaporeans mostly go bto non mature estates like sengkang punggol canberra woodlands tengah etcã â ã â,chao singaporeans mostly go bto non mature estates like sengkang punggol canberra woodlands tengah etcã â ã â
my-home-transform-to-ceca-village-already.6426974/page-13,Ohayo!,TS need to integrate with them. later dont integrated get replaced by CECA in workplace too.,,ts need to integrate with them later dont integrated get replaced by ceca in workplace too,Negative,ts need integrate later dont integrated get replaced ceca workplace,ts need integrate later dont integrated get replaced  workplace
my-home-transform-to-ceca-village-already.6426974/page-13,Johnpierpontmorgan,Congrats.... thanks to traitor pap,,congrats thanks to traitor pap,Negative,congrats thanks traitor pap,congrats thanks traitor pap
my-home-transform-to-ceca-village-already.6426974/page-13,Johnpierpontmorgan,"they will leave security guard job to those will integrate

Thank u pap and CECA plan",,they will leave security guard job to those will integrate  thank u pap and ceca plan,Negative,leave security guard job integrate thank u pap ceca plan,leave security guard job integrate thank u pap  plan
my-home-transform-to-ceca-village-already.6426974/page-13,knoxville,Cecapore thanks to ceca heng,,cecapore thanks to ceca heng,Negative,cecapore thanks ceca heng,pore thanks  heng
my-home-transform-to-ceca-village-already.6426974/page-13,Xmaspresents,Tiagong is call kampung spirit,,tiagong is call kampung spirit,Negative,tiagong call kampung spirit,tiagong call kampung spirit
my-home-transform-to-ceca-village-already.6426974/page-13,Doc Madatay,"CECA is good
Otherwise why WP never object to it?",,ceca is good otherwise why wp never object to it,Negative,ceca good otherwise wp never object, good otherwise wp never object
my-home-transform-to-ceca-village-already.6426974/page-13,Doc Madatay,"39% also say OK
Voted WP but quiet  on CECA
Its like you have a hen that cant lay egg",, also say ok voted wp but quiet  on ceca its like you have a hen that cant lay egg,Negative,also say ok voted wp quiet ceca like hen cant lay egg,also say ok voted wp quiet  like hen cant lay egg
my-home-transform-to-ceca-village-already.6426974/page-13,iCube00,"We are getting closer and closer towards reunification with our motherland India

So happy!!! 

Jai Hind

We need to invite PM Modi to be Temasek CEO",,we are getting closer and closer towards reunification with our motherland india  so happy   jai hind  we need to invite pm modi to be temasek ceo,Negative,getting closer closer towards reunification motherland india happy jai hind need invite pm modi temasek ceo,getting closer closer towards reunification motherland india happy jai hind need invite pm modi temasek ceo
my-home-transform-to-ceca-village-already.6426974/page-13,Asd787,Defend against the foreign invaders...,,defend against the foreign invaders,Negative,defend foreign invaders,defend foreign invaders
my-home-transform-to-ceca-village-already.6426974/page-13,TUV2008,She is also malaysian turn singaporean why she qualify to complain when they don't do anything to solve the problem ?,,she is also malaysian turn singaporean why she qualify to complain when they do not do anything to solve the problem ,Positive,also malaysian turn singaporean qualify complain anything solve problem,also malaysian turn singaporean qualify complain anything solve problem
