Topic,Username,Text,Sentiment,clean_text_1,clean_text_2,clean_text_3,Prediction
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,PaulLevesque,Not happy just fuck off,,not happy just fuck off,happy fuck,happy fuck,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,RedOrion,They should bugger off....we busy with our virus containment. They should fix their own backyard first. fuck your mother,,they should bugger offwe busy with our virus containment they should fix their own backyard first fuck your mother,bugger offwe busy virus containment fix backyard first fuck mother,bugger offwe busy virus containment fix backyard first fuck mother,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,xLupDup,"Just spam their tirade in the fb of peoplee like ho ching, cc, oyk, mom, ica etc

They will act on it",,just spam their tirade in the fb of peoplee like ho ching cc oyk mom ica etc  they will act on it,spam tirade fb peoplee like ho ching cc oyk mom ica etc act,spam tirade fb peoplee like ho ching cc oyk mom ica etc act,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,OOJ,"Shamugan please do something, ceca is good for our economy!!",,shamugan please do something ceca is good for our economy,shamugan please something ceca good economy,shamugan please something  good economy,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,ineser,"If not happy, can always choose other countries",,if not happy can always choose other countries,happy always choose countries,happy always choose countries,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,aspeno,India as a 3rd world country who will trust their official figures? i mean can they even keep track? Germany is 61.1% fully vaccinated while india only 11.7%. Most countries don't even recognise india's vaccine.,,india as a  world country who will trust their official figures i mean can they even keep track germany is  fully vaccinated while india only  most countries do not even recognise india is vaccine,india world country trust official figures mean even keep track germany fully vaccinated india countries even recognise india vaccine,india world country trust official figures mean even keep track germany fully vaccinated india countries even recognise india vaccine,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,BohemianSG,I think we need a CECA MP to speak up for them in parliament. And a Minister of Ceca Affairs.,,i think we need a ceca mp to speak up for them in parliament and a minister of ceca affairs,think need ceca mp speak parliament minister ceca affairs,think need  mp speak parliament minister  affairs,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,Jay6789,"The correct way for them is to bring this up to the international court of justice setting out their case.
Can ask modi for help.",,the correct way for them is to bring this up to the international court of justice setting out their case can ask modi for help,correct way bring international court justice setting case ask modi help,correct way bring international court justice setting case ask modi help,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,Orionsat,These donkeys! Just go back la. Nobody is stopping you.,,these donkeys just go back la nobody is stopping you,donkeys go back la nobody stopping,donkeys go back la nobody stopping,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,greenbubble,"They should stop all these coercion. They are already not being welcomed in SG, donÃ¢ÂÂt make it worse.",,they should stop all these coercion they are already not being welcomed in sg donÃ¢  t make it worse,stop coercion already welcomed sg donÃ¢ make worse,stop coercion already welcomed sg donÃ¢ make worse,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-3,aiptasia,"
But IBs like @Multiversal love them and canÃ¢ÂÂt wait to roll out the red carpet for them at Changi airport",, but ibs like multiversal love them and canÃ¢  t wait to roll out the red carpet for them at changi airport,ibs like multiversal love canÃ¢ wait roll red carpet changi airport,ibs like multiversal love canÃ¢ wait roll red carpet changi airport,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-4,holidayforever,can't imagine what will Singapore be like if really have minister of CECA affairs,,can not imagine what will singapore be like if really have minister of ceca affairs,imagine singapore like really minister ceca affairs,imagine singapore like really minister  affairs,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-4,TrollAndOgres,They always think they're above the law and everyone else aint it?,,they always think they are above the law and everyone else aint it,always think law everyone else aint,always think law everyone else aint,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-4,BohemianSG,"
Not hard to imagine. Just another million dollar useless person that we don't know what they doing one.",, not hard to imagine just another million dollar useless person that we do not know what they doing one,hard imagine another million dollar useless person know one,hard imagine another million dollar useless person know one,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-4,niwde7,Relax brother,,relax brother,relax brother,relax brother,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-4,tracerguy,"
he's a fucking ceca, so don't waste time.",, he is a fucking ceca so do not waste time,fucking ceca waste time,fucking  waste time,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-4,leocky81,I don't get why they like to keep saying they contribute how much this how much that to our workforce. It's as if they are working for free and work in Singapore out of pure love for the country. fuck your mother.,,i do not get why they like to keep saying they contribute how much this how much that to our workforce it is as if they are working for free and work in singapore out of pure love for the country fuck your mother,get like keep saying contribute much much workforce working free work singapore pure love country fuck mother,get like keep saying contribute much much workforce working free work singapore pure love country fuck mother,Negative
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-4,inmyopinion,Let the Gov people see & read for themselves.,,let the gov people see  read for themselves,let gov people see read,let gov people see read,Neutral
gpgt-ceca-said-that-sg-is-discriminating-them-by-not-putting-them-in-green-zone.6593719/page-4,lifeafter41,"
Cos their self entitlement is overwhelming to say the very least but our bunch of clowns here treat them as talents that Singapore cannot do without, even in the whole wide worldÃ¢ÂÂ¦Ã¢ÂÂ¦",, cos their self entitlement is overwhelming to say the very least but our bunch of clowns here treat them as talents that singapore cannot do without even in the whole wide worldÃ¢  Ã¢  ,cos self entitlement overwhelming say least bunch clowns treat talents singapore cannot without even whole wide worldÃ¢ Ã¢,cos self entitlement overwhelming say least bunch clowns treat talents singapore cannot without even whole wide worldÃ¢ Ã¢,Positive
